,exp_group,user_id,likes,views,ctr
83,2,22658,49,129,0.3798449612403101
84,1,17213,22,128,0.171875
85,2,30857,14,129,0.1085271317829457
86,1,9336,13,57,0.2280701754385964
87,0,20553,19,57,0.3333333333333333
88,0,29322,13,103,0.1262135922330097
89,2,7428,3,34,0.088235294117647
90,0,24818,4,16,0.25
91,1,130282,28,159,0.1761006289308176
92,1,5643,6,14,0.4285714285714285
93,0,25146,17,70,0.2428571428571428
94,0,9588,9,26,0.3461538461538461
95,1,29006,30,110,0.2727272727272727
96,0,126294,20,131,0.1526717557251908
97,1,113004,2,13,0.1538461538461538
98,1,119497,13,54,0.2407407407407407
99,3,30637,10,64,0.15625
100,0,135663,22,96,0.2291666666666666
101,2,117694,14,92,0.1521739130434782
102,1,15072,12,58,0.2068965517241379
103,3,21870,4,11,0.3636363636363636
104,2,138220,20,68,0.2941176470588235
105,3,121346,11,57,0.1929824561403508
106,0,2903,9,37,0.2432432432432432
107,2,25817,25,217,0.1152073732718894
108,1,32614,11,30,0.3666666666666666
109,3,129545,8,38,0.2105263157894736
110,3,29710,10,55,0.1818181818181818
111,0,20410,18,82,0.2195121951219512
112,2,117461,4,40,0.1
113,1,119146,6,24,0.25
114,1,14659,5,35,0.1428571428571428
115,1,6472,21,86,0.2441860465116279
116,1,127913,11,48,0.2291666666666666
117,2,17849,43,112,0.3839285714285714
118,0,114902,3,17,0.1764705882352941
119,3,129890,46,167,0.2754491017964072
120,2,137295,13,29,0.4482758620689655
121,0,2292,17,63,0.2698412698412698
122,2,26490,8,70,0.1142857142857142
123,3,129450,16,88,0.1818181818181818
124,1,131384,15,100,0.15
125,3,4483,2,10,0.2
126,1,23758,13,50,0.26
127,2,109968,27,89,0.3033707865168539
128,2,18289,1,14,0.0714285714285714
129,0,138924,14,97,0.1443298969072164
130,0,25425,30,148,0.2027027027027027
131,0,138340,13,50,0.26
132,3,23085,3,28,0.1071428571428571
133,1,29421,5,39,0.1282051282051282
134,2,18777,39,104,0.375
135,1,113359,32,218,0.146788990825688
136,2,19345,16,41,0.3902439024390244
137,0,9247,4,9,0.4444444444444444
138,2,23017,8,95,0.0842105263157894
139,2,132127,29,94,0.3085106382978723
140,3,124722,12,61,0.1967213114754098
141,0,130189,9,27,0.3333333333333333
142,3,124410,32,132,0.2424242424242424
143,1,109183,21,77,0.2727272727272727
144,0,29665,28,133,0.2105263157894736
145,2,15460,8,25,0.32
146,3,19101,6,19,0.3157894736842105
147,0,28969,15,69,0.217391304347826
148,2,128070,10,34,0.2941176470588235
149,1,126969,11,61,0.180327868852459
150,3,125906,12,50,0.24
151,2,21769,7,70,0.1
152,0,14415,17,63,0.2698412698412698
153,1,108191,5,14,0.3571428571428571
154,1,19582,9,67,0.1343283582089552
155,1,135560,25,189,0.1322751322751322
156,0,131836,40,210,0.1904761904761904
157,1,123345,16,126,0.1269841269841269
158,3,138123,23,109,0.2110091743119266
159,1,115474,5,24,0.2083333333333333
160,3,109724,5,15,0.3333333333333333
161,1,121462,4,34,0.1176470588235294
162,3,32530,22,88,0.25
163,0,137552,10,62,0.1612903225806451
164,0,25773,8,44,0.1818181818181818
165,3,131823,2,33,0.0606060606060606
166,3,32218,24,67,0.3582089552238806
167,0,125889,8,31,0.2580645161290322
168,3,14996,1,9,0.1111111111111111
169,2,107588,17,47,0.3617021276595745
170,0,116994,2,23,0.0869565217391304
171,1,133668,19,69,0.2753623188405797
172,1,30681,27,157,0.1719745222929936
173,3,21497,3,7,0.4285714285714285
174,1,120470,6,20,0.3
175,0,3520,11,57,0.1929824561403508
176,3,130206,20,156,0.1282051282051282
177,2,139187,24,108,0.2222222222222222
178,0,124393,17,88,0.1931818181818181
179,3,130646,48,171,0.2807017543859649
180,3,33059,11,65,0.1692307692307692
181,1,26945,29,149,0.1946308724832214
182,2,112660,4,7,0.5714285714285714
183,2,134603,8,78,0.1025641025641025
184,0,22774,56,158,0.3544303797468354
185,2,14200,8,74,0.1081081081081081
186,3,138359,18,125,0.144
187,1,115950,7,43,0.1627906976744186
188,0,110815,14,84,0.1666666666666666
189,2,32286,50,137,0.364963503649635
190,0,129465,34,143,0.2377622377622377
191,2,31958,2,18,0.1111111111111111
192,3,115213,20,82,0.2439024390243902
193,2,127346,38,84,0.4523809523809524
194,0,133600,9,44,0.2045454545454545
195,3,28578,8,36,0.2222222222222222
196,3,135775,0,8,0.0
197,1,8231,10,46,0.217391304347826
198,1,116750,7,26,0.2692307692307692
199,0,113727,11,54,0.2037037037037037
200,3,135319,6,39,0.1538461538461538
201,0,12856,4,27,0.1481481481481481
202,3,115558,25,86,0.2906976744186046
203,1,17929,18,135,0.1333333333333333
204,2,139339,22,84,0.2619047619047619
205,2,139907,5,38,0.131578947368421
206,0,4347,17,65,0.2615384615384615
207,1,9092,6,21,0.2857142857142857
208,2,14395,4,12,0.3333333333333333
209,1,125294,18,78,0.2307692307692307
210,3,28361,4,18,0.2222222222222222
211,3,20162,10,25,0.4
212,0,114588,18,68,0.2647058823529412
213,0,16088,8,18,0.4444444444444444
214,0,7891,10,29,0.3448275862068966
215,3,33408,32,160,0.2
216,0,7195,9,45,0.2
217,2,113023,2,30,0.0666666666666666
218,2,21406,12,115,0.1043478260869565
219,2,130609,4,42,0.0952380952380952
220,1,124302,1,10,0.1
221,0,111028,8,31,0.2580645161290322
222,0,136723,5,20,0.25
223,0,26918,13,57,0.2280701754385964
224,2,9891,3,60,0.05
225,1,120829,3,26,0.1153846153846153
226,1,23129,1,40,0.025
227,2,109319,11,104,0.1057692307692307
228,2,17198,1,10,0.1
229,2,109007,7,64,0.109375
230,0,124490,30,106,0.2830188679245283
231,2,138968,8,20,0.4
232,0,18181,19,76,0.25
233,0,17869,14,87,0.160919540229885
234,0,110380,11,71,0.1549295774647887
235,3,111763,10,33,0.303030303030303
236,3,32377,15,69,0.217391304347826
237,1,22201,28,138,0.2028985507246377
238,1,114320,5,28,0.1785714285714285
239,0,117409,20,109,0.1834862385321101
240,0,107658,24,145,0.1655172413793103
241,1,118971,39,138,0.2826086956521739
242,3,30175,28,158,0.1772151898734177
243,1,127152,7,41,0.1707317073170731
244,0,28256,27,106,0.2547169811320754
245,2,125383,6,48,0.125
246,3,133866,5,20,0.25
247,2,117196,20,67,0.2985074626865671
248,1,119411,6,33,0.1818181818181818
249,3,4178,13,47,0.2765957446808511
250,0,114951,6,36,0.1666666666666666
251,3,120944,18,67,0.2686567164179104
252,1,131305,19,112,0.1696428571428571
253,0,2341,1,21,0.0476190476190476
254,1,5809,18,104,0.173076923076923
255,2,116708,8,26,0.3076923076923077
256,1,14010,11,39,0.282051282051282
257,2,116012,34,98,0.3469387755102041
258,0,109218,11,102,0.1078431372549019
259,3,110877,5,32,0.15625
260,1,21303,18,71,0.2535211267605634
261,2,136574,3,51,0.0588235294117647
262,2,137142,7,66,0.106060606060606
263,1,20991,7,28,0.25
264,0,9678,7,53,0.1320754716981132
265,2,22584,7,94,0.0744680851063829
266,0,122199,14,37,0.3783783783783784
267,2,111321,5,14,0.3571428571428571
268,1,138425,2,10,0.2
269,1,33573,10,45,0.2222222222222222
270,3,27463,15,73,0.2054794520547945
271,1,118307,12,72,0.1666666666666666
272,2,21720,69,165,0.4181818181818181
273,1,28524,32,138,0.2318840579710145
274,2,113905,20,34,0.5882352941176471
275,2,22032,42,144,0.2916666666666667
276,1,2785,8,24,0.3333333333333333
277,3,25967,28,140,0.2
278,3,110469,20,85,0.2352941176470588
279,3,17764,13,51,0.2549019607843137
280,0,24283,20,115,0.1739130434782608
281,0,111674,7,21,0.3333333333333333
282,2,12629,6,52,0.1153846153846153
283,1,122880,4,10,0.4
284,0,23571,17,98,0.173469387755102
285,2,121212,2,19,0.1052631578947368
286,3,137818,32,128,0.25
287,2,5014,1,19,0.0526315789473684
288,1,19652,19,68,0.2794117647058823
289,3,393,10,39,0.2564102564102564
290,0,139397,11,76,0.1447368421052631
291,0,23928,13,87,0.1494252873563218
292,0,112537,2,19,0.1052631578947368
293,2,129052,12,98,0.1224489795918367
294,3,137721,13,56,0.2321428571428571
295,0,32699,1,12,0.0833333333333333
296,2,129748,7,64,0.109375
297,1,123243,13,49,0.2653061224489796
298,2,4149,22,52,0.4230769230769231
299,0,139853,16,56,0.2857142857142857
300,2,31064,9,85,0.1058823529411764
301,0,14045,12,52,0.2307692307692307
302,1,9641,9,62,0.1451612903225806
303,2,120055,6,57,0.1052631578947368
304,3,136473,2,18,0.1111111111111111
305,3,26852,43,239,0.1799163179916318
306,2,11942,3,35,0.0857142857142857
307,3,23191,11,92,0.1195652173913043
308,1,5394,0,15,0.0
309,2,124548,27,80,0.3375
310,2,11374,13,39,0.3333333333333333
311,1,134498,14,59,0.2372881355932203
312,2,136925,5,18,0.2777777777777778
313,1,20628,14,87,0.160919540229885
314,2,18915,1,14,0.0714285714285714
315,1,135082,61,217,0.2811059907834101
316,2,136213,31,288,0.1076388888888889
317,3,128824,9,40,0.225
318,3,7641,11,47,0.2340425531914893
319,0,126087,4,21,0.1904761904761904
320,3,30332,8,31,0.2580645161290322
321,0,28099,2,21,0.0952380952380952
322,2,8774,9,104,0.0865384615384615
323,1,15153,2,9,0.2222222222222222
324,0,135926,19,135,0.1407407407407407
325,3,133449,16,78,0.2051282051282051
326,2,125540,3,6,0.5
327,3,13306,1,11,0.0909090909090909
328,2,109866,8,27,0.2962962962962963
329,1,131458,8,31,0.2580645161290322
330,2,25864,10,98,0.1020408163265306
331,2,137461,40,139,0.2877697841726618
332,1,24252,13,85,0.1529411764705882
333,3,121811,17,47,0.3617021276595745
334,2,17667,12,40,0.3
335,2,110562,4,47,0.0851063829787234
336,0,132973,21,93,0.2258064516129032
337,3,109509,6,35,0.1714285714285714
338,1,116355,11,66,0.1666666666666666
339,0,132517,20,90,0.2222222222222222
340,1,3177,14,65,0.2153846153846154
341,2,130359,44,137,0.3211678832116788
342,0,30808,14,73,0.1917808219178082
343,1,19239,6,46,0.1304347826086956
344,1,136217,17,77,0.2207792207792207
345,2,112817,3,39,0.0769230769230769
346,0,113818,14,65,0.2153846153846154
347,0,133445,13,72,0.1805555555555555
348,1,125544,40,175,0.2285714285714285
349,0,21683,5,42,0.119047619047619
350,1,8322,25,92,0.2717391304347826
351,3,20236,3,10,0.3
352,3,123555,21,50,0.42
353,0,121111,10,44,0.2272727272727272
354,3,10881,14,66,0.2121212121212121
355,0,117159,4,14,0.2857142857142857
356,1,22391,26,68,0.3823529411764705
357,3,127195,31,115,0.2695652173913043
358,1,133193,11,72,0.1527777777777778
359,3,131202,3,19,0.1578947368421052
360,3,32127,4,29,0.1379310344827586
361,2,115052,16,48,0.3333333333333333
362,1,31644,5,27,0.1851851851851851
363,1,132705,6,31,0.1935483870967742
364,3,122616,17,63,0.2698412698412698
365,3,121904,35,140,0.25
366,1,22879,11,53,0.2075471698113207
367,1,31060,32,153,0.2091503267973856
368,1,132265,28,165,0.1696969696969697
369,2,9637,6,14,0.4285714285714285
370,1,7697,5,26,0.1923076923076923
371,2,126343,6,20,0.3
372,3,21340,17,79,0.2151898734177215
373,2,10093,3,9,0.3333333333333333
374,0,116452,15,42,0.3571428571428571
375,2,138421,6,20,0.3
376,2,24904,3,33,0.0909090909090909
377,2,118319,25,73,0.3424657534246575
378,1,8058,3,13,0.2307692307692307
379,3,28916,12,50,0.24
380,1,128411,16,75,0.2133333333333333
381,1,29919,11,70,0.1571428571428571
382,0,8749,9,68,0.1323529411764706
383,1,113917,11,74,0.1486486486486486
384,1,22044,33,89,0.3707865168539326
385,3,14738,13,38,0.3421052631578947
386,3,6553,18,75,0.24
387,0,550,7,32,0.21875
388,1,12633,9,47,0.1914893617021276
389,0,25955,38,100,0.38
390,1,129971,41,172,0.2383720930232558
391,3,131873,31,124,0.25
392,0,26539,4,31,0.1290322580645161
393,2,115407,7,70,0.1
394,2,127164,12,36,0.3333333333333333
395,2,14934,10,16,0.625
396,3,27812,14,61,0.2295081967213114
397,2,127604,7,18,0.3888888888888889
398,0,30491,10,57,0.175438596491228
399,0,129727,32,116,0.2758620689655172
400,1,138074,17,61,0.2786885245901639
401,1,26279,24,116,0.2068965517241379
402,2,131301,3,39,0.0769230769230769
403,2,139502,9,110,0.0818181818181818
404,3,25228,23,162,0.1419753086419753
405,2,130140,13,117,0.1111111111111111
406,2,5237,12,38,0.3157894736842105
407,0,23536,3,24,0.125
408,3,109230,11,98,0.1122448979591836
409,1,136562,26,88,0.2954545454545454
410,0,128607,28,104,0.2692307692307692
411,2,134861,34,84,0.4047619047619047
412,0,120404,4,31,0.1290322580645161
413,3,118563,20,86,0.2325581395348837
414,2,20979,20,47,0.425531914893617
415,1,137146,24,130,0.1846153846153846
416,1,1132,11,61,0.180327868852459
417,0,134560,24,118,0.2033898305084746
418,3,136735,25,161,0.15527950310559
419,3,27618,10,56,0.1785714285714285
420,0,21150,6,25,0.24
421,1,16874,3,29,0.1034482758620689
422,1,25057,4,10,0.4
423,0,130553,25,140,0.1785714285714285
424,3,3239,6,39,0.1538461538461538
425,3,116301,15,62,0.2419354838709677
426,0,122354,15,70,0.2142857142857142
427,2,22685,4,41,0.0975609756097561
428,0,139595,3,26,0.1153846153846153
429,3,110056,5,61,0.081967213114754
430,1,2628,6,30,0.2
431,2,4603,20,67,0.2985074626865671
432,2,129818,27,75,0.36
433,1,114862,10,70,0.1428571428571428
434,0,127953,21,145,0.1448275862068965
435,3,116837,6,16,0.375
436,2,113748,8,26,0.3076923076923077
437,2,114332,17,31,0.5483870967741935
438,0,127257,4,27,0.1481481481481481
439,1,23994,18,92,0.1956521739130435
440,0,2432,8,35,0.2285714285714285
441,2,17613,6,48,0.125
442,2,125282,6,63,0.0952380952380952
443,0,135992,10,27,0.3703703703703703
444,1,20826,21,149,0.1409395973154362
445,0,118082,7,41,0.1707317073170731
446,1,21394,11,70,0.1571428571428571
447,0,138512,11,33,0.3333333333333333
448,1,28730,14,59,0.2372881355932203
449,2,27525,13,37,0.3513513513513513
450,0,1035,22,122,0.180327868852459
451,2,19342,59,134,0.4402985074626865
452,3,30961,10,39,0.2564102564102564
453,1,130462,22,136,0.1617647058823529
454,1,122261,0,12,0.0
455,0,108964,15,96,0.15625
456,1,122717,21,118,0.1779661016949152
457,3,129917,18,93,0.1935483870967742
458,2,17830,4,53,0.0754716981132075
459,1,24089,33,114,0.2894736842105263
460,1,112176,7,35,0.2
461,1,131367,17,95,0.1789473684210526
462,2,26469,35,79,0.4430379746835443
463,0,123402,11,30,0.3666666666666666
464,1,119157,3,16,0.1875
465,2,124937,3,41,0.073170731707317
466,1,6487,35,106,0.330188679245283
467,3,30425,25,129,0.1937984496124031
468,0,135323,21,99,0.2121212121212121
469,1,2863,7,51,0.1372549019607843
470,3,110155,8,44,0.1818181818181818
471,3,109699,2,9,0.2222222222222222
472,3,138132,31,152,0.2039473684210526
473,0,118905,9,64,0.140625
474,3,18506,3,12,0.25
475,0,134659,20,94,0.2127659574468085
476,1,126254,9,40,0.225
477,1,1287,16,122,0.1311475409836065
478,2,16051,4,48,0.0833333333333333
479,0,130194,15,73,0.2054794520547945
480,3,3532,24,124,0.1935483870967742
481,2,31541,22,159,0.1383647798742138
482,3,124389,13,59,0.2203389830508474
483,1,31214,26,60,0.4333333333333333
484,0,124734,25,138,0.181159420289855
485,2,139180,15,64,0.234375
486,2,16530,11,69,0.1594202898550724
487,2,138596,4,41,0.0975609756097561
488,2,2012,8,77,0.1038961038961039
489,0,136623,7,31,0.2258064516129032
490,3,28965,15,90,0.1666666666666666
491,1,16032,9,27,0.3333333333333333
492,0,125918,3,27,0.1111111111111111
493,2,27769,26,89,0.2921348314606741
494,3,119458,10,32,0.3125
495,1,129634,14,41,0.3414634146341463
496,3,112431,26,124,0.2096774193548387
497,0,109712,14,80,0.175
498,1,117465,19,71,0.2676056338028169
499,3,20406,11,32,0.34375
500,0,133631,23,93,0.2473118279569892
501,3,135744,14,26,0.5384615384615384
502,0,22209,16,70,0.2285714285714285
503,2,32257,4,73,0.0547945205479452
504,0,129902,30,167,0.1796407185628742
505,1,26046,6,49,0.1224489795918367
506,0,12676,3,17,0.1764705882352941
507,1,18301,4,37,0.1081081081081081
508,2,23746,29,75,0.3866666666666666
509,2,31945,33,91,0.3626373626373626
510,1,26486,16,67,0.2388059701492537
511,0,132383,29,167,0.1736526946107784
512,0,30946,25,77,0.3246753246753247
513,2,130445,41,124,0.3306451612903225
514,2,122702,16,55,0.2909090909090909
515,2,21226,16,44,0.3636363636363636
516,1,136355,10,51,0.196078431372549
517,3,126001,18,54,0.3333333333333333
518,1,136811,32,147,0.2176870748299319
519,2,28713,6,58,0.1034482758620689
520,3,1048,15,73,0.2054794520547945
521,1,19357,18,51,0.3529411764705882
522,1,12155,4,14,0.2857142857142857
523,3,16629,5,20,0.25
524,1,124305,6,17,0.3529411764705882
525,3,138499,7,36,0.1944444444444444
526,3,139211,4,14,0.2857142857142857
527,2,122093,13,42,0.3095238095238095
528,1,116562,14,98,0.1428571428571428
529,1,27389,3,13,0.2307692307692307
530,2,134775,22,205,0.1073170731707317
531,1,125297,4,29,0.1379310344827586
532,1,9115,22,89,0.247191011235955
533,0,133268,3,29,0.1034482758620689
534,1,344,3,26,0.1153846153846153
535,3,135979,39,195,0.2
536,3,115577,12,43,0.2790697674418604
537,0,121030,14,117,0.1196581196581196
538,2,32162,15,140,0.1071428571428571
539,0,4652,15,60,0.25
540,3,2451,1,8,0.125
541,3,123762,2,13,0.1538461538461538
542,2,131735,19,169,0.1124260355029585
543,3,123322,5,16,0.3125
544,2,112000,7,73,0.0958904109589041
545,3,6435,15,35,0.4285714285714285
546,2,108536,4,15,0.2666666666666666
547,2,19737,23,76,0.3026315789473684
548,1,22182,2,15,0.1333333333333333
549,1,113735,18,81,0.2222222222222222
550,1,21614,13,57,0.2280701754385964
551,1,114319,15,73,0.2054794520547945
552,3,139608,7,29,0.2413793103448276
553,3,32358,4,14,0.2857142857142857
554,3,111756,6,46,0.1304347826086956
555,2,109336,21,70,0.3
556,2,138255,12,33,0.3636363636363636
557,1,30853,15,80,0.1875
558,2,25402,3,45,0.0666666666666666
559,2,17201,17,40,0.425
560,2,109008,13,123,0.1056910569105691
561,3,28750,68,210,0.3238095238095238
562,1,129001,29,82,0.3536585365853658
563,1,29475,10,60,0.1666666666666666
564,2,26780,14,71,0.1971830985915492
565,1,21288,5,24,0.2083333333333333
566,3,15982,5,26,0.1923076923076923
567,3,7781,6,17,0.3529411764705882
568,0,108661,22,89,0.247191011235955
569,3,132317,26,91,0.2857142857142857
570,3,31008,31,119,0.2605042016806723
571,3,132629,49,196,0.25
572,0,139106,24,89,0.2696629213483146
573,2,12242,7,127,0.0551181102362204
574,2,110230,1,15,0.0666666666666666
575,1,24520,35,127,0.2755905511811024
576,3,4173,5,22,0.2272727272727272
577,2,25724,26,61,0.4262295081967213
578,0,3058,3,18,0.1666666666666666
579,3,129124,10,51,0.196078431372549
580,1,131318,23,110,0.209090909090909
581,0,2362,1,12,0.0833333333333333
582,0,123867,12,81,0.1481481481481481
583,2,125712,5,17,0.2941176470588235
584,3,30144,3,13,0.2307692307692307
585,0,19644,7,60,0.1166666666666666
586,0,135498,26,150,0.1733333333333333
587,3,26552,18,56,0.3214285714285714
588,2,121187,6,55,0.109090909090909
589,1,10301,4,22,0.1818181818181818
590,2,133425,7,119,0.0588235294117647
591,3,125468,7,52,0.1346153846153846
592,2,21703,8,75,0.1066666666666666
593,0,6538,7,43,0.1627906976744186
594,0,135122,24,116,0.2068965517241379
595,1,126207,4,20,0.2
596,2,7585,6,23,0.2608695652173913
597,3,136301,19,77,0.2467532467532467
598,1,9749,20,110,0.1818181818181818
599,2,8041,19,95,0.2
600,1,108921,2,13,0.1538461538461538
601,1,17304,11,74,0.1486486486486486
602,3,116471,14,53,0.2641509433962264
603,0,130371,31,110,0.2818181818181818
604,0,6050,9,36,0.25
605,1,16720,11,69,0.1594202898550724
606,0,122752,9,63,0.1428571428571428
607,2,15881,3,32,0.09375
608,0,20871,13,65,0.2
609,0,134257,6,36,0.1666666666666666
610,0,29068,9,34,0.2647058823529412
611,0,134841,23,81,0.2839506172839506
612,2,7370,6,47,0.1276595744680851
613,1,32921,5,48,0.1041666666666666
614,0,21327,10,62,0.1612903225806451
615,3,107025,7,38,0.1842105263157894
616,1,10110,13,49,0.2653061224489796
617,1,138701,15,93,0.1612903225806451
618,0,13322,16,53,0.3018867924528302
619,2,31047,10,55,0.1818181818181818
620,1,25336,44,188,0.2340425531914893
621,3,109625,12,64,0.1875
622,0,139418,10,49,0.2040816326530612
623,3,25627,13,74,0.1756756756756756
624,3,117628,11,44,0.25
625,1,31840,10,64,0.15625
626,1,131485,21,125,0.168
627,2,17692,3,29,0.1034482758620689
628,2,137450,39,237,0.1645569620253164
629,1,32424,4,33,0.1212121212121212
630,3,133462,54,174,0.3103448275862069
631,3,29867,25,117,0.2136752136752136
632,2,117360,4,22,0.1818181818181818
633,0,126544,28,78,0.358974358974359
634,1,29256,22,92,0.2391304347826087
635,0,138433,15,93,0.1612903225806451
636,3,23176,1,9,0.1111111111111111
637,2,115800,6,57,0.1052631578947368
638,0,16695,11,46,0.2391304347826087
639,2,11961,6,48,0.125
640,2,116368,2,18,0.1111111111111111
641,3,132534,36,143,0.2517482517482518
642,2,2983,12,174,0.0689655172413793
643,2,107712,17,55,0.3090909090909091
644,0,420,10,38,0.2631578947368421
645,1,133792,6,70,0.0857142857142857
646,3,6355,1,9,0.1111111111111111
647,0,9063,5,24,0.2083333333333333
648,1,128209,23,95,0.2421052631578947
649,0,27137,8,31,0.2580645161290322
650,0,18954,14,57,0.2456140350877192
651,1,23478,22,177,0.1242937853107344
652,2,16393,40,98,0.4081632653061224
653,3,33191,14,55,0.2545454545454545
654,0,7668,8,53,0.1509433962264151
655,1,27405,0,12,0.0
656,2,28850,12,152,0.0789473684210526
657,1,136944,10,69,0.144927536231884
658,2,134479,7,65,0.1076923076923077
659,2,20665,4,64,0.0625
660,3,9352,3,19,0.1578947368421052
661,0,30841,17,74,0.2297297297297297
662,0,132484,12,72,0.1666666666666666
663,1,115818,27,148,0.1824324324324324
664,0,23226,11,35,0.3142857142857143
665,2,131038,11,98,0.1122448979591836
666,2,131943,12,121,0.0991735537190082
667,0,130037,26,139,0.1870503597122302
668,2,24209,26,101,0.2574257425742574
669,2,112312,5,78,0.0641025641025641
670,1,26605,5,49,0.1020408163265306
671,2,31826,2,15,0.1333333333333333
672,0,129341,9,32,0.28125
673,3,107980,12,60,0.2
674,2,15132,7,17,0.4117647058823529
675,1,125513,22,60,0.3666666666666666
676,0,30289,28,165,0.1696969696969697
677,0,134060,9,70,0.1285714285714285
678,1,8811,14,50,0.28
679,0,22106,38,173,0.2196531791907514
680,2,131268,22,83,0.2650602409638554
681,3,123881,12,48,0.25
682,0,129110,46,204,0.2254901960784313
683,3,108143,21,99,0.2121212121212121
684,1,8960,2,14,0.1428571428571428
685,1,8648,16,35,0.4571428571428571
686,1,125730,11,44,0.25
687,3,28237,9,31,0.2903225806451613
688,0,128182,7,35,0.2
689,0,119997,7,37,0.1891891891891892
690,1,136531,22,93,0.2365591397849462
691,3,138648,21,129,0.1627906976744186
692,0,132335,23,169,0.136094674556213
693,1,124866,13,57,0.2280701754385964
694,3,20702,31,131,0.2366412213740458
695,0,107336,5,37,0.1351351351351351
696,2,126157,7,62,0.1129032258064516
697,2,1580,23,58,0.396551724137931
698,2,138388,6,63,0.0952380952380952
699,1,30750,13,74,0.1756756756756756
700,2,108875,11,112,0.0982142857142857
701,2,115438,9,96,0.09375
702,1,5051,2,15,0.1333333333333333
703,3,131528,14,70,0.2
704,1,129938,48,252,0.1904761904761904
705,2,10951,23,59,0.3898305084745763
706,1,134091,16,75,0.2133333333333333
707,3,14771,25,94,0.2659574468085106
708,0,8716,8,33,0.2424242424242424
709,1,114196,14,43,0.3255813953488372
710,2,20298,9,23,0.391304347826087
711,0,125486,11,60,0.1833333333333333
712,0,135961,8,78,0.1025641025641025
713,3,30043,12,49,0.2448979591836734
714,1,15070,11,63,0.1746031746031746
715,1,14358,8,29,0.2758620689655172
716,1,24403,4,18,0.2222222222222222
717,2,138194,36,101,0.3564356435643564
718,1,139366,11,45,0.2444444444444444
719,3,31163,8,43,0.1860465116279069
720,2,124779,3,36,0.0833333333333333
721,3,132166,24,113,0.2123893805309734
722,1,130588,19,96,0.1979166666666666
723,3,128727,20,87,0.2298850574712643
724,2,107245,4,40,0.1
725,0,118699,9,35,0.2571428571428571
726,0,126880,14,77,0.1818181818181818
